ID,Name,Condition,State,Price
98078135,Western,C41,S40,17.12
637,Comic/Graphic Novel,C26,S77,17.13
47440841,Comic/Graphic Novel,C54,S98,17.14
4332,Speech,C42,S13,17.15
0,Comic/Graphic Novel,C86,S22,17.16
814,Western,C68,S25,17.17
710107,Metafiction,C37,S95,17.18
8843,Western,C55,S11,17.19
8661298,Textbook,C82,S22,17.2
10328,Mythology,C30,S23,17.21
5,Western,C73,S31,17.22
464336,Mystery,C04,S48,17.23
73,Suspense/Thriller,C49,S80,17.24
711256,Science fiction,C76,S38,17.25
619516242,Fiction in verse,C24,S25,17.26
68141073,Fantasy,C53,S88,17.27
560874947,Essay,C84,S52,17.28
9966109,Legend,C73,S72,17.29
64,Science fiction,C58,S44,17.3
2682685,Fable,C13,S80,17.31
78966052,Comic/Graphic Novel,C30,S76,17.32
40835529,Fiction narrative,C41,S42,17.33
97624070,Textbook,C46,S11,17.34
143,Comic/Graphic Novel,C11,S37,17.35
89330,Horror,C88,S18,17.36
7889,Fiction narrative,C93,S22,17.37
595903,Fiction in verse,C00,S76,17.38
7340173,Historical fiction,C00,S64,17.39
68,Comic/Graphic Novel,C98,S12,17.4
20,Fiction narrative,C23,S30,17.41
73,Western,C34,S07,17.42
77,Narrative nonfiction,C85,S28,17.43
92526915,Horror,C72,S42,17.44
34724346,Horror,C01,S10,17.45
3333,Tall tale,C71,S64,17.46
0,Suspense/Thriller,C37,S40,17.47
27025488,Fable,C16,S50,17.48
300391,Folklore,C32,S25,17.49
138,Mythopoeia,C65,S55,17.5
86,Metafiction,C96,S92,17.51
88814,Fairy tale,C43,S02,17.52
23238086,Fiction in verse,C53,S44,17.53
27,Short story,C82,S61,17.54
600033,Speech,C46,S24,17.55
905496,Legend,C51,S55,17.56
6899,Classic,C18,S68,17.57
40,Fanfiction,C45,S03,17.58
4857496,Folklore,C74,S17,17.59
3290296,Suspense/Thriller,C10,S59,17.6
57731438,Fantasy,C23,S24,17.61
48585020,Western,C51,S73,17.62
5157996,Legend,C66,S44,17.63
5108,Realistic fiction,C70,S89,17.64
765,Biography/Autobiography,C33,S68,17.65
0,Fiction narrative,C43,S26,17.66
6,Fiction narrative,C60,S04,17.67
9,Western,C05,S22,17.68
660305,Comic/Graphic Novel,C35,S89,17.69
325771,Reference book,C24,S16,17.7
4073,Fiction narrative,C43,S60,17.71
933742,Crime/Detective,C00,S08,17.72
37,Science fiction,C89,S54,17.73
50,Reference book,C43,S20,17.74
873,Humor,C58,S63,17.75
4,Metafiction,C36,S18,17.76
3768894,Reference book,C26,S07,17.77
351,Humor,C54,S60,17.78
1069,Fairy tale,C67,S34,17.79
5260247,Fanfiction,C77,S14,17.8
31358745,Speech,C59,S13,17.81
31957,Science fiction,C33,S14,17.82
833,Legend,C69,S61,17.83
3837396,Folklore,C35,S82,17.84
949359558,Metafiction,C28,S72,17.85
859929848,Realistic fiction,C83,S84,17.86
1236,Essay,C18,S90,17.87
2,Humor,C75,S87,17.88
73448770,Reference book,C88,S03,17.89
94,Fiction narrative,C62,S24,17.9
34563790,Fairy tale,C70,S23,17.91
823498,Fable,C89,S20,17.92
9,Horror,C93,S31,17.93
2,Essay,C04,S75,17.94
751284,Mythopoeia,C56,S03,17.95
3,Mystery,C83,S63,17.97
914,Western,C07,S97,17.98
8799686,Horror,C01,S32,17.99
9732127,Fantasy,C67,S43,18.0
256,Fairy tale,C43,S98,18.01
282367,Folklore,C01,S26,18.02
73197516,Suspense/Thriller,C25,S04,18.03
91,Fairy tale,C25,S58,18.04
9305652,Mystery,C70,S37,18.05
3193804,Fantasy,C33,S86,18.06
7,Fanfiction,C73,S43,18.07
98,Suspense/Thriller,C65,S85,18.08
2316718,Mythology,C80,S53,18.09
89,Textbook,C87,S03,18.1
8078460,Historical fiction,C48,S53,18.11
5872,Humor,C88,S77,18.12
68,Fairy tale,C65,S07,18.13
563,Fanfiction,C20,S18,18.14
223,Horror,C57,S58,18.15
22,Tall tale,C76,S92,18.16
30056,Fanfiction,C24,S71,18.17
939510732,Speech,C74,S55,18.18
94324105,Metafiction,C36,S04,18.19
18,Horror,C82,S87,18.2
3606,Science fiction,C91,S71,18.21
3370,Fairy tale,C30,S14,18.22
2817,Tall tale,C87,S43,18.23
73802450,Fiction in verse,C62,S78,18.24
821,Textbook,C78,S07,18.25
3894,Historical fiction,C09,S54,18.26
9,Fiction narrative,C87,S61,18.27
787590902,Mystery,C54,S08,18.28
38949,Biography/Autobiography,C52,S94,18.29
517062,Fantasy,C69,S80,18.3
29247,Fiction in verse,C03,S57,18.31
7916191,Fiction narrative,C70,S36,18.33
84,Folklore,C85,S14,18.34
48,Fairy tale,C89,S82,18.35
134,Fantasy,C65,S22,18.36
868626,Tall tale,C82,S45,18.37
84329421,Classic,C36,S68,18.38
8,Comic/Graphic Novel,C44,S10,18.39
827276,Folklore,C94,S81,18.4
3322,Mythopoeia,C21,S42,18.41
111302,Fantasy,C27,S05,18.42
93246,Horror,C16,S84,18.43
4720,Western,C12,S47,18.44
48,Short story,C13,S31,18.45
812787025,Reference book,C42,S45,18.46
6212541,Short story,C48,S46,18.47
260296666,Suspense/Thriller,C70,S63,18.48
20090614,Metafiction,C88,S37,18.49
38460559,Folklore,C26,S26,18.5
4,Historical fiction,C63,S66,18.51
1146878,Biography/Autobiography,C28,S27,18.52
36,Mythology,C24,S72,18.53
5615779,Realistic fiction,C42,S53,18.54
27382499,Mythology,C63,S75,18.55
691,Fantasy,C05,S72,18.56
90305,Suspense/Thriller,C67,S81,18.57
6802199,Short story,C42,S03,18.58
97,Fiction narrative,C76,S25,18.59
1793997,Fanfiction,C26,S22,18.6
5550460,Western,C83,S36,18.61
431659376,Speech,C13,S78,18.62
2831,Crime/Detective,C71,S34,18.63
508,Reference book,C43,S05,18.64
8803,Essay,C44,S27,18.65
4,Western,C80,S84,18.67
7599,Reference book,C72,S15,18.68
82776981,Reference book,C57,S54,18.69
235988,Historical fiction,C27,S52,18.7
4406840,Short story,C72,S26,18.71
67633,Metafiction,C02,S54,18.72
3056,Science fiction,C01,S97,18.73
4,Humor,C50,S35,18.74
662093485,Essay,C54,S67,18.75
86391,Fairy tale,C11,S20,18.76
838644679,Crime/Detective,C42,S67,18.77
3,Horror,C00,S10,18.78
2,Textbook,C40,S69,18.79
56,Comic/Graphic Novel,C58,S13,18.8
453199,Suspense/Thriller,C37,S11,18.81
2461,Narrative nonfiction,C53,S73,18.82
575394163,Fanfiction,C22,S54,18.83
616,Mythology,C36,S58,18.84
51173,Short story,C08,S24,18.85
1587673,Suspense/Thriller,C16,S70,18.86
4044953,Science fiction,C54,S38,18.87
820,Metafiction,C99,S38,18.88
4,Comic/Graphic Novel,C67,S85,18.89
433,Comic/Graphic Novel,C78,S53,18.9
119,Legend,C65,S73,18.91
56,Fiction in verse,C57,S75,18.92
36308434,Narrative nonfiction,C56,S39,18.93
1035764,Humor,C81,S82,18.94
5125,Textbook,C88,S34,18.95
13220915,Textbook,C03,S16,18.96
5654195,Fiction narrative,C37,S43,18.97
3559197,Legend,C41,S31,18.98
25201015,Short story,C42,S96,18.99
974,Fiction in verse,C27,S74,19.0
78037,Crime/Detective,C16,S06,19.01
42,Humor,C76,S24,19.02
38334002,Fantasy,C31,S81,19.03
88856258,Crime/Detective,C55,S38,19.04
24,Fairy tale,C79,S10,19.05
68379,Short story,C51,S45,19.06
37,Humor,C53,S81,19.07
24654,Short story,C60,S24,19.09
2080327,Fable,C77,S33,19.11
673176,Reference book,C04,S39,19.12
694392,Tall tale,C42,S33,19.13
2281087,Fairy tale,C66,S30,19.14
843110665,Narrative nonfiction,C41,S18,19.15
519,Humor,C40,S27,19.16
183760290,Fantasy,C63,S04,19.17
464709096,Realistic fiction,C03,S12,19.18
9541,Western,C67,S11,19.19
90201904,Crime/Detective,C47,S54,19.2
82880,Mythopoeia,C08,S85,19.21
6,Narrative nonfiction,C55,S74,19.22
16964379,Essay,C68,S56,19.23
9643681,Humor,C38,S17,19.24
96926794,Crime/Detective,C58,S83,19.25
7799,Mythology,C24,S71,19.26
68,Short story,C49,S07,19.27
54065701,Fable,C07,S45,19.28
83,Science fiction,C72,S71,19.29
2217705,Narrative nonfiction,C12,S01,19.3
4,Narrative nonfiction,C73,S71,19.31
15,Crime/Detective,C97,S11,19.32
55824,Suspense/Thriller,C83,S31,19.33
6,Essay,C97,S68,19.34
53922,Comic/Graphic Novel,C53,S51,19.35
46800,Speech,C34,S23,19.36
33162,Comic/Graphic Novel,C88,S56,19.37
3821477,Fable,C60,S54,19.38
1528,Narrative nonfiction,C19,S98,19.39
9956742,Legend,C80,S40,19.4
5814,Folklore,C62,S44,19.41
394740094,Fanfiction,C22,S68,19.42
5119106,Comic/Graphic Novel,C08,S32,19.43
39650278,Fantasy,C81,S50,19.44
8848,Historical fiction,C29,S53,19.45
0,Mythopoeia,C10,S63,19.46
228,Fiction in verse,C75,S50,19.47
754633,Speech,C51,S32,19.48
33910,Folklore,C21,S13,19.49
708331033,Mythology,C98,S61,19.5
34250,Reference book,C38,S09,19.51
91878873,Comic/Graphic Novel,C72,S13,19.52
2,Narrative nonfiction,C34,S61,19.53
5802,Narrative nonfiction,C91,S18,19.54
40323780,Fable,C22,S45,19.55
82801379,Mythopoeia,C14,S06,19.56
82,Fable,C95,S67,19.57
955,Realistic fiction,C54,S87,19.58
24,Mystery,C07,S82,19.59
426442,Folklore,C03,S66,19.6
515,Mythopoeia,C45,S40,19.62
8,Fantasy,C54,S08,19.63
3681,Legend,C45,S73,19.64
4146428,Humor,C65,S49,19.65
666,Historical fiction,C87,S90,19.66
154161,Metafiction,C73,S64,19.67
300702366,Mystery,C37,S64,19.68
72356057,Fable,C31,S21,19.69
3627966,Metafiction,C25,S70,19.7
977,Fiction in verse,C98,S70,19.71
614308079,Realistic fiction,C64,S17,19.72
4225,Mystery,C42,S00,19.73
793487,Fable,C65,S60,19.74
57729582,Realistic fiction,C80,S16,19.75
13,Suspense/Thriller,C43,S90,19.76
883691833,Mythology,C18,S24,19.78
76043095,Mystery,C21,S82,19.79
49398711,Short story,C32,S55,19.8
25733,Fiction in verse,C57,S59,19.81
0,Comic/Graphic Novel,C83,S41,19.82
670864,Folklore,C66,S75,19.83
897,Reference book,C74,S47,19.84
88414,Realistic fiction,C13,S04,19.85
376,Metafiction,C48,S32,19.86
352,Legend,C70,S56,19.87
